#Type	Kind	Base	Namespace	Path	Gate	Summary
StringEventChannelSO	class	GenericEventChannelSO	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/EventChannels/StringEventChannelSO.cs	-	ScriptableObject event channel for events with a string parameter
StringEventChannelSOEditor	class	GenericEventChannelSOEditor	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects.Editor	Patterns/Behavioural/Observer/ScriptableObjects/Editor/StringEventChannelSOEditor.cs	-	This event channel broadcasts and carries String payload
StringValueSO	class	ScriptableObject	SombraStudios.Shared.ScriptableObjects.Values	ScriptableObjects/Values/StringValueSO.cs	-	ScriptableObject that stores a string value
TagAttribute	class	PropertyAttribute	SombraStudios.Shared.Attributes	Attributes/TagAttribute.cs	-	Displays a field with the list of Editor Tags Works only with string fields
TagPropertyDrawer	class	PropertyDrawer	SombraStudios.Shared.Attributes.Editor	Attributes/Editor/TagPropertyDrawer.cs	UNITY_EDITOR	-
TapestryEvent	class	-	SombraStudios.Shared.Patterns.Behavioural.Observer.StaticRegistry	Patterns/Behavioural/Observer/StaticRegistry/TapestryEvent.cs	-	Represents a basic event without parameters
TapestryEvent<T1,T2,T3,T4,T5>	class	-	SombraStudios.Shared.Patterns.Behavioural.Observer.StaticRegistry	Patterns/Behavioural/Observer/StaticRegistry/TapestryEvent.cs	-	Represents an event with five parameters
TapestryEvent<T1,T2,T3>	class	-	SombraStudios.Shared.Patterns.Behavioural.Observer.StaticRegistry	Patterns/Behavioural/Observer/StaticRegistry/TapestryEvent.cs	-	Represents an event with three parameters
TapestryEvent<T1,T2>	class	-	SombraStudios.Shared.Patterns.Behavioural.Observer.StaticRegistry	Patterns/Behavioural/Observer/StaticRegistry/TapestryEvent.cs	-	Represents an event with two parameters
TapestryEvent<T>	class	-	SombraStudios.Shared.Patterns.Behavioural.Observer.StaticRegistry	Patterns/Behavioural/Observer/StaticRegistry/TapestryEvent.cs	-	Represents an event with a single parameter
TapestryEventRegistry	class	-	SombraStudios.Shared.Patterns.Behavioural.Observer.StaticRegistry	Patterns/Behavioural/Observer/StaticRegistry/TapestryEventRegistry.cs	-	Static class containing Tapestry events with static references
TargetDataClass	class	-	SombraStudios.Shared.Examples.Patterns.Structural.Adapter.Class	Examples/Patterns/Structural/Adapter/Class/TargetDataClass.cs	-	-
TargetType	enum	-	SombraStudios.Shared.Tools.Search.AssetOrComponent	Tools/Search/AssetOrComponent/GameobjectWithTagOrLayerComponentSearchWindow.cs	-	Enum to specify the type of search (by tag or by layer)
Team	enum	-	SombraStudios.Shared.Enums	Enums/Team.cs	-	Enumeration representing different teams in a game
TeleportableNavMeshAgent	class	MonoBehaviour	SombraStudios.Shared.Systems.Teleport	Systems/Teleport/TeleportableNavMeshAgent.cs	-	Example NavMeshAgent component available to teleport
Teleporter	class	MonoBehaviour	SombraStudios.Shared.Systems.Teleport	Systems/Teleport/Teleporter.cs	-	Teleport behaviour to a SpawnPoint object inside the same scene or another one
TeleporterTrigger	class	MonoBehaviour	SombraStudios.Shared.Systems.Teleport	Systems/Teleport/TeleporterTrigger.cs	-	Uses the Teleport behaviour with a trigger to create a teleport zone
TeleportManager	class	PersistentSingleton	SombraStudios.Shared.Systems.Teleport	Systems/Teleport/TeleportManager.cs	-	Manages the registration and unregistration of spawn points
TestSO	class	ScriptableObject	StyleSheet	CodeStyle.cs	-	-
TextureOffset	class	MonoBehaviour	SombraStudios.Shared.VFX	VFX/TextureOffset.cs	-	Offseting the texture of a Sprite or UI Image to make a moving background
TileSelection	class	MonoBehaviour	SombraStudios.Shared.Tilemaps	Tilemaps/TileSelection.cs	-	Required: Tilemap must have a Collider2D
TiltObject	class	MonoBehaviour	SombraStudios.Shared.Gameplay	Gameplay/TiltObject.cs	-	Tilt an object sideways up to tiltAngle
TiltWindow	class	MonoBehaviour	SombraStudios.Shared.UI	UI/TiltWindow.cs	-	Tilt a transform based on the range defined
TimedSelfDestruct	class	MonoBehaviour	SombraStudios.Shared.Gameplay	Gameplay/TimedSelfDestruct.cs	-	Destroys the game object attached to, after certain time
Timer	class	-	SombraStudios.Shared.Utility.Timers.Core	Utility/Timers/Core/Timer.cs	-	Abstract base class for a timer
Timer	class	MonoBehaviour	SombraStudios.Shared.Utility.Timers.MonobehaviourTimer	Utility/Timers/OLD/Timer.cs	-	Timer Main Class: Manges time settings and runs timer
TimerButtons	class	MonoBehaviour	SombraStudios.Shared.Utility.Timers.MonobehaviourTimer	Utility/Timers/OLD/TimerButtons.cs	-	Optional Timer Class: Manage all the UI Buttons
TimerInput	class	MonoBehaviour	SombraStudios.Shared.Utility.Timers.MonobehaviourTimer	Utility/Timers/OLD/TimerInput.cs	-	Optional Timer Class: Manage all the UI input fields
TimeScaleClient	class	MonoBehaviour	SombraStudios.Shared.Utility.TimeScale	Utility/TimeScale/TimeScaleClient.cs	-	-
TimeScaleManager	class	Singleton	SombraStudios.Shared.Utility.TimeScale	Utility/TimeScale/TimeScaleManager.cs	-	-
Tolerance	class	-	SombraStudios.Shared.Utility	Utility/Tolerance.cs	-	-
TouchScreenKeyboardController	class	MonoBehaviour	SombraStudios.Shared.Utility.Mobile	Utility/Mobile/TouchScreenKeyboardController.cs	-	To take control of the Text Mesh Pro - Input Field Set True to Control Settings -> Hide Soft Keyboard This script should not work properl...
TransformExtensions	class	-	SombraStudios.Shared.Extensions	Extensions/TransformExtensions.cs	-	Extension methods for the Transform class
Transition	class	ITransition	SombraStudios.Shared.Patterns.Behavioural.FiniteStateMachine	Patterns/Behavioural/FiniteStateMachine/Transition.cs	-	Implementation of a transition between states in a state machine, guarded by a condition
TriggerEventHandler	class	TriggerEventHandlerBase	SombraStudios.Shared.Physics.Events	Physics/Events/TriggerEventHandler.cs	-	Handles trigger events for a 3D Rigidbody
TriggerEventHandler2D	class	TriggerEventHandlerBase	SombraStudios.Shared.Physics.Events	Physics/Events/TriggerEventHandler2D.cs	-	Handles trigger events for a 3D Rigidbody
TriggerEventHandlerBase<T>	class	PhysicsEventHandlerBase	SombraStudios.Shared.Physics.Events	Physics/Events/TriggerEventHandlerBase.cs	-	Base class for handling physics trigger events
UIDrag	class	MonoBehaviour	SombraStudios.Shared.UI	UI/UIDrag.cs	-	Drag UI elements In the Event Trigger create Drag and Drop events Assign this scripts and their corresponding methods
UIFade	class	MonoBehaviour	SombraStudios.Shared.UI	UI/UIFade.cs	-	Optimized and customizable CanvasGroup UI Fade script managed by an Animation Cruve Events: OnStartFade OnEndFade
UILogger	class	Singleton	SombraStudios.Shared.UI	UI/UILogger.cs	-	Util script to log over UI
UISteeringWheel	class	MonoBehaviour	SombraStudios.Shared.UI	UI/UISteeringWheel.cs	-	Represents a UI steering wheel control
UnityControllerMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityControllerMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/ScriptReference/MonoBehaviour.html
UnityDecommissioningMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityDecommissioningMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/Manual/ExecutionOrder.html
UnityEditorMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityEditorMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/ScriptReference/MonoBehaviour.html
UnityGameLogicMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityGameLogicMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/Manual/ExecutionOrder.html
UnityGizmosMessages	enum	-	SombraStudios.Shared.Enums	Enums/UnityGizmosMessages.cs	-	Enum representing Unity Gizmos drawing messages
UnityInitializationMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityInitializationMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/Manual/ExecutionOrder.html
UnityMonoBehaviourMessages	enum	-	SombraStudios.Shared.Enums	Enums/UnityMonoBehaviourMessages.cs	-	Enum representing common Unity MonoBehaviour lifecycle messages
UnityMouseMessages	enum	-	SombraStudios.Shared.Enums	Enums/UnityMouseMessages.cs	-	Enum representing Unity mouse interaction messages
UnityOnMouseMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityOnMouseMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/Manual/ExecutionOrder.html
UnityOnParticleMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityOnParticleMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/ScriptReference/MonoBehaviour.html
UnityPausingAndFocusMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityPausingAndFocusMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/ScriptReference/MonoBehaviour.html
UnityPhysics2DCollisionMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityPhysics2DCollisionMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/Manual/ExecutionOrder.html
UnityPhysics2DCollisionStayMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityPhysics2DCollisionStayMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/Manual/ExecutionOrder.html Warning: this script can bring performance issues due to the number of...
UnityPhysics2DTriggerMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityPhysics2DTriggerMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/Manual/ExecutionOrder.html
UnityPhysics2DTriggerStayMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityPhysics2DTriggerStayMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/Manual/ExecutionOrder.html Warning: this script can bring performance issues due to the number of...
UnityPhysicsCollisionMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityPhysicsCollisionMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/Manual/ExecutionOrder.html
UnityPhysicsCollisionStayMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityPhysicsCollisionStayMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/Manual/ExecutionOrder.html Warning: this script can bring performance issues due to the number of...
UnityPhysicsMessages	enum	-	SombraStudios.Shared.Enums	Enums/UnityPhysicsMessages.cs	-	Enum representing Unity physics-related messages
UnityPhysicsTriggerMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityPhysicsTriggerMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/Manual/ExecutionOrder.html
UnityPhysicsTriggerStayMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityPhysicsTriggerStayMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/Manual/ExecutionOrder.html Warning: this script can bring performance issues due to the number of...
UnityPoolExample	class	BaseObjectPool	SombraStudios.Shared.Optimization	Examples/Patterns/Creational/ObjectPool/UnityPoolExample.cs	-	This example creates a game object prefab using a pool so that old objects can be reused
UnityRendererMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityRendererMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/ScriptReference/MonoBehaviour.html
UnityScriptLifecycle	class	MonoBehaviour	SombraStudios.Shared.Examples	Examples/UnityScriptLifecycle.cs	-	Logs on every Unity Message event method Documentation: https://docs.unity3d.com/Manual/ExecutionOrder.html Note: this script does not co...
UnityTransformMessagesHandler	class	MonoBehaviour	SombraStudios.Shared.Utility.UnityMessages	Utility/UnityMessages/UnityTransformMessagesHandler.cs	-	Documentation: https://docs.unity3d.com/ScriptReference/MonoBehaviour.html
UnityUpdateMessages	enum	-	SombraStudios.Shared.Enums	Enums/UnityUpdateMessages.cs	-	Enum representing Unity update loop messages
UnixTimestampConverter	class	MonoBehaviour	SombraStudios.Shared.Utility	Utility/UnixTimestampConverter.cs	-	Unix Time measures time by the number of seconds that have elapsed since 00:00:00 UTC on 1 January 1970, the beginning of the Unix epoch,...
UnloadSceneByIndexStrategy	class	SceneStrategy	SombraStudios.Shared.Scenes.Strategies	Scenes/Strategies/UnloadSceneByIndexStrategy.cs	-	Destroys all GameObjects associated with the given Scene and removes the Scene from the SceneManager
UnloadSceneByPathStrategy	class	SceneStrategy	SombraStudios.Shared.Scenes.Strategies	Scenes/Strategies/UnloadSceneByPathStrategy.cs	-	Destroys all GameObjects associated with the given Scene and removes the Scene from the SceneManager
UnloadSceneStrategy	class	SceneStrategy	SombraStudios.Shared.Scenes.Strategies	Scenes/Strategies/UnloadSceneStrategy.cs	-	Destroys all GameObjects associated with the given Scene and removes the Scene from the SceneManager
UnlockableRuntimeSetSO	class	RuntimeSetSO	SombraStudios.Shared.Systems.Unlock	Systems/Unlock/UnlockableRuntimeSetSO.cs	-	-
UnlockableSO	class	SOWithId	SombraStudios.Shared.Systems.Unlock	Systems/Unlock/UnlockableSO.cs	-	Represents an unlockable object in the system
UsingLineRendererForDebugging	class	MonoBehaviour	SombraStudios.Shared.Utility	Utility/UsingLineRendererForDebugging.cs	-	Debugging class to create an up straight line over the object
Vector2EventChannelListener	class	GenericEventChannelListener	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/Listeners/Implementations/Vector2EventChannelListener.cs	-	A listener class for Vector2 event channels
Vector2EventChannelListListener	class	GenericEventChannelListListener	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/Listeners/Implementations/Vector2EventChannelListListener.cs	-	A listener class for Vector2 event channels
Vector2EventChannelSO	class	GenericEventChannelSO	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/EventChannels/Vector2EventChannelSO.cs	-	ScriptableObject event channel for events with a Vector2 parameter
Vector2EventChannelSOEditor	class	GenericEventChannelSOEditor	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects.Editor	Patterns/Behavioural/Observer/ScriptableObjects/Editor/Vector2EventChannelSOEditor.cs	-	Editor script to add a custom Inspector to the Vector2EventChannelSO
Vector2Extensions	class	-	SombraStudios.Shared.Extensions	Extensions/Vector2Extensions.cs	-	Provides extension methods for the Vector2 struct
Vector3EventChannelListener	class	GenericEventChannelListener	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/Listeners/Implementations/Vector3EventChannelListener.cs	-	A listener class for Vector3 event channels
Vector3EventChannelListListener	class	GenericEventChannelListListener	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/Listeners/Implementations/Vector3EventChannelListListener.cs	-	A listener class for Vector3 event channels
Vector3EventChannelSO	class	GenericEventChannelSO	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/EventChannels/Vector3EventChannelSO.cs	-	ScriptableObject event channel for events with a Vector3 parameter
Vector3EventChannelSOEditor	class	GenericEventChannelSOEditor	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects.Editor	Patterns/Behavioural/Observer/ScriptableObjects/Editor/Vector3EventChannelSOEditor.cs	-	This event channel broadcasts and carries Vector3 payload
VelocityTracker	class	MonoBehaviour	SombraStudios.Shared.Physics.VelocityTracker	Physics/VelocityTracker/VelocityTracker.cs	-	Tracks and smooths velocity over a specified duration using a sampling interval
VFXPropertySO	class	StrategySO	SombraStudios.Shared.VFX.PropertySO	VFX/PropertySO/VFXPropertySO.cs	-	Abstract base class for VFX properties that can be applied to a VFX controller
VideoRenderTextureClear	class	MonoBehaviour	SombraStudios.Shared.Video	Video/VideoRenderTextureClear.cs	-	Fix to issue: RenderTexture retaining last video player frame This happens when using the same render texture to play another video after...
VisitorSO	class	ScriptableObject	SombraStudios.Shared.Patterns.Behavioural.Visitor	Patterns/Behavioural/Visitor/VisitorSO.cs	-	Abstract base class for visitors implemented as ScriptableObjects
VisitorSO<T>	class	VisitorSO	SombraStudios.Shared.Patterns.Behavioural.Visitor	Patterns/Behavioural/Visitor/VisitorSO.cs	-	Generic abstract base class for visitors that visit specific types of visitable elements
VoiceRecognition	class	MonoBehaviour	SombraStudios.Shared.Audio	Audio/VoiceRecognition.cs	!UNITY_WEBGL	Class to detect voice recognition through a list of keywords When recognized take an action
VoidEventChannelListener	class	MonoBehaviour	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/Listeners/VoidEventChannelListener.cs	-	MonoBehaviour-based listener for a ScriptableObject event using a Unity Event
VoidEventChannelListListener	class	MonoBehaviour	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/Listeners/VoidEventChannelListListener.cs	-	MonoBehaviour-based listener for multiple ScriptableObject events using Unity Events
VoidEventChannelListListener.EventChannelResponsePair	class	-	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/Listeners/VoidEventChannelListListener.cs	-	Represents a pair of EventChannel and UnityEvent response
VoidEventChannelSO	class	ScriptableObject	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects	Patterns/Behavioural/Observer/ScriptableObjects/EventChannels/VoidEventChannelSO.cs	-	ScriptableObject event used to decouple code instead of a normal class
VoidEventChannelSOEditor	class	Editor	SombraStudios.Shared.Patterns.Behavioural.Observer.ScriptableObjects.Editor	Patterns/Behavioural/Observer/ScriptableObjects/Editor/VoidEventChannelSOEditor.cs	-	Custom editor for the VoidEventChannelSO scriptable object
VoidStruct	struct	-	SombraStudios.Shared.Structs	Structs/VoidStruct.cs	-	A placeholder type for methods that do not return or receive a value
WaitSceneActionSO	class	EventActionSO	SombraStudios.Shared.Systems.Events	Systems/Events/EventActions/WaitSceneActionSO.cs	-	-
WaitTimeActionSO	class	EventActionSO	SombraStudios.Shared.Systems.Events	Systems/Events/EventActions/WaitTimeActionSO.cs	-	-
Wander	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Movement2D	Gameplay/Movement2D/Wander.cs	-	Wander script using forces
WaveConfigSO	class	ScriptableObject	SombraStudios.Shared.Gameplay.Spawners	Gameplay/Spawners/Wave/WaveConfigSO.cs	-	-
WaveSpawner	class	MonoBehaviour	SombraStudios.Shared.Gameplay.Spawners	Gameplay/Spawners/Wave/WaveSpawner.cs	-	-
XRGridSocketInteractor	class	XRSocketInteractor	SombraStudios.Shared.XR.SocketInteractor	XR/SocketInteractor/XRGridSocketInteractor.cs	UNITY_XR_INTERACTION_TOOLKIT	Socket Interactor for holding a group of Interactables in a 2D grid
XRGripButton	class	XRBaseInteractable	SombraStudios.Shared.XR.Interactables	XR/Interactables/XRGripButton.cs	UNITY_XR_INTERACTION_TOOLKIT	An interactable that can be pressed by a direct interactor
XRInfiniteInteractable	class	MonoBehaviour	SombraStudios.Shared.XR	XR/XRInfiniteInteractable.cs	UNITY_XR_INTERACTION_TOOLKIT	This component makes sure that the attached Interactor always have an interactable selected
XRJoystick	class	XRBaseInteractable	SombraStudios.Shared.XR.Interactables	XR/Interactables/XRJoystick.cs	UNITY_XR_INTERACTION_TOOLKIT	An interactable joystick that can move side to side, and forward and back by a direct interactor
XRJoystick.JoystickType	enum	-	SombraStudios.Shared.XR.Interactables	XR/Interactables/XRJoystick.cs	UNITY_XR_INTERACTION_TOOLKIT	-
XRJoystick.ValueChangeEvent	class	UnityEvent	SombraStudios.Shared.XR.Interactables	XR/Interactables/XRJoystick.cs	UNITY_XR_INTERACTION_TOOLKIT	-
XRKnob	class	XRBaseInteractable	SombraStudios.Shared.XR.Interactables	XR/Interactables/XRKnob.cs	UNITY_XR_INTERACTION_TOOLKIT	An interactable knob that follows the rotation of the interactor
XRKnob.ValueChangeEvent	class	UnityEvent	SombraStudios.Shared.XR.Interactables	XR/Interactables/XRKnob.cs	UNITY_XR_INTERACTION_TOOLKIT	-
XRLever	class	XRBaseInteractable	SombraStudios.Shared.XR.Interactables	XR/Interactables/XRLever.cs	UNITY_XR_INTERACTION_TOOLKIT	An interactable lever that snaps into an on or off position by a direct interactor
XRLockGridSocketInteractor	class	XRGridSocketInteractor	SombraStudios.Shared.XR.SocketInteractor	XR/SocketInteractor/XRLockGridSocketInteractor.cs	UNITY_XR_INTERACTION_TOOLKIT	Grid Socket interactor that only selects and hovers interactables with a Keychain component containing specific keys
XRLockSocketInteractor	class	XRSocketInteractor	SombraStudios.Shared.XR.SocketInteractor	XR/SocketInteractor/XRLockSocketInteractor.cs	UNITY_XR_INTERACTION_TOOLKIT	Socket interactor that only selects and hovers interactables with a keychain component containing specific keys
XRPushButton	class	XRBaseInteractable	SombraStudios.Shared.XR.Interactables	XR/Interactables/XRPushButton.cs	UNITY_XR_INTERACTION_TOOLKIT	An interactable that can be pushed by a direct interactor's movement
XRPushButton.ValueChangeEvent	class	UnityEvent	SombraStudios.Shared.XR.Interactables	XR/Interactables/XRPushButton.cs	UNITY_XR_INTERACTION_TOOLKIT	-
XRSlider	class	XRBaseInteractable	SombraStudios.Shared.XR.Interactables	XR/Interactables/XRSlider.cs	UNITY_XR_INTERACTION_TOOLKIT	An interactable that follows the position of the interactor on a single axis
XRSlider.ValueChangeEvent	class	UnityEvent	SombraStudios.Shared.XR.Interactables	XR/Interactables/XRSlider.cs	UNITY_XR_INTERACTION_TOOLKIT	-
